pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-14T11:26:39Z,2019-03-14T11:36:46Z,1,1.2,8,1,0,12.3,yellow,credit card,Lincoln Square West,Upper West Side South,Manhattan,Manhattan
2019-03-14T11:29:45Z,2019-03-14T11:52:15Z,1,5.89,22,6.32,0,31.62,yellow,credit card,Union Sq,Battery Park City,Manhattan,Manhattan
2019-03-14T11:35:21Z,2019-03-14T11:50:41Z,1,1.63,11.5,1.5,0,16.3,yellow,credit card,Midtown East,Upper East Side North,Manhattan,Manhattan
2019-03-14T11:36:47Z,2019-03-14T11:46:26Z,1,1.43,8.5,2.36,0,14.16,yellow,credit card,Central Park,Upper West Side North,Manhattan,Manhattan
2019-03-14T11:39:37Z,2019-03-14T11:57:51Z,2,2.72,13.5,2.86,0,17.16,yellow,credit card,LaGuardia Airport,Old Astoria,Queens,Queens
2019-03-14T11:47:01Z,2019-03-14T12:14:15Z,1,2.4,17,0,0,20.3,yellow,cash,Lenox Hill East,Kips Bay,Manhattan,Manhattan
2019-03-14T11:55:26Z,2019-03-14T12:08:32Z,6,1.84,10,2.66,0,15.96,yellow,credit card,East Harlem South,Upper East Side South,Manhattan,Manhattan
2019-03-14T11:56:44Z,2019-03-14T12:08:46Z,1,2.04,10.5,0,0,11.3,green,credit card,East Flushing,Bayside,Queens,Queens
2019-03-14T12:07:55Z,2019-03-14T12:15:49Z,1,1,7,0,0,10.3,yellow,cash,Upper West Side North,Upper West Side South,Manhattan,Manhattan
2019-03-14T12:11:52Z,2019-03-14T12:40:54Z,1,3.43,19,4.46,0,26.76,yellow,credit card,Union Sq,Lincoln Square West,Manhattan,Manhattan
2019-03-14T12:13:45Z,2019-03-14T12:18:23Z,1,0.4,5,1.65,0,9.95,yellow,credit card,West Village,Greenwich Village North,Manhattan,Manhattan
2019-03-14T12:17:11Z,2019-03-14T12:38:06Z,1,2,14,3.46,0,20.76,yellow,credit card,Sutton Place/Turtle Bay North,Midtown South,Manhattan,Manhattan
2019-03-14T12:24:24Z,2019-03-14T12:31:25Z,1,0.7,6,1.86,0,11.16,yellow,credit card,Upper East Side South,Central Park,Manhattan,Manhattan
2019-03-14T12:25:01Z,2019-03-14T12:30:49Z,2,0.76,5.5,0,0,6.3,green,cash,Astoria,Sunnyside,Queens,Queens
2019-03-14T12:30:25Z,2019-03-14T12:53:18Z,2,2.6,16,0,0,19.3,yellow,cash,Penn Station/Madison Sq West,Upper East Side South,Manhattan,Manhattan
2019-03-14T12:35:04Z,2019-03-14T12:41:31Z,0,0.8,6,1.85,0,11.15,yellow,credit card,Little Italy/NoLiTa,West Village,Manhattan,Manhattan
2019-03-14T12:43:06Z,2019-03-14T13:06:58Z,1,8.81,27.5,7.31,5.76,43.87,yellow,credit card,LaGuardia Airport,Lenox Hill East,Queens,Manhattan
2019-03-14T12:49:32Z,2019-03-14T12:53:14Z,1,0.48,4.5,1,0,8.8,yellow,credit card,Midtown East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-14T12:57:54Z,2019-03-14T13:18:46Z,1,2,14,3.46,0,20.76,yellow,credit card,Lincoln Square East,Lenox Hill East,Manhattan,Manhattan
2019-03-14T12:58:12Z,2019-03-14T13:05:45Z,1,1.21,7,0,0,7.8,yellow,cash,Hamilton Heights,Hamilton Heights,Manhattan,Manhattan
2019-03-14T13:10:26Z,2019-03-14T13:30:47Z,1,0.66,12.5,0,0,15.8,yellow,cash,East Chelsea,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-14T13:19:28Z,2019-03-14T13:35:16Z,6,5.63,19,4.46,0,26.76,yellow,credit card,Sutton Place/Turtle Bay North,Seaport,Manhattan,Manhattan
2019-03-14T13:21:00Z,2019-03-14T13:30:15Z,1,1.37,8,0,0,11.3,yellow,cash,Kips Bay,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-14T13:27:37Z,2019-03-14T13:32:26Z,1,0.74,5.5,1.76,0,10.56,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan
2019-03-14T13:32:03Z,2019-03-14T13:45:52Z,1,2.42,12,0,0,12.8,green,credit card,Ozone Park,Howard Beach,Queens,Queens
2019-03-14T13:38:54Z,2019-03-14T13:56:16Z,1,1.3,11.5,2,0,16.8,yellow,credit card,Flatiron,Clinton East,Manhattan,Manhattan
2019-03-14T13:43:37Z,2019-03-14T14:06:20Z,1,3.05,16,0,0,16.8,green,cash,Brooklyn Heights,Bedford,Brooklyn,Brooklyn
2019-03-14T13:51:46Z,2019-03-14T13:59:11Z,1,1.1,7,3.05,0,13.35,yellow,credit card,Garment District,Midtown North,Manhattan,Manhattan
2019-03-14T14:08:32Z,2019-03-14T14:10:54Z,1,0.4,3.5,1.35,0,8.15,yellow,credit card,West Village,West Village,Manhattan,Manhattan
2019-03-14T14:36:01Z,2019-03-14T15:00:48Z,1,2.32,15.5,3.76,0,22.56,yellow,credit card,Union Sq,Clinton East,Manhattan,Manhattan
2019-03-14T14:38:34Z,2019-03-14T14:50:02Z,1,1.6,9.5,2.55,0,15.35,yellow,credit card,Lincoln Square East,Upper East Side South,Manhattan,Manhattan
2019-03-14T15:06:12Z,2019-03-14T15:19:25Z,1,1.29,9.5,1.56,0,14.36,yellow,credit card,Garment District,Midtown Center,Manhattan,Manhattan
2019-03-14T15:15:57Z,2019-03-14T15:24:47Z,1,1.43,7.5,2.16,0,12.96,yellow,credit card,Upper West Side South,Midtown North,Manhattan,Manhattan
2019-03-14T15:21:54Z,2019-03-14T15:31:45Z,2,1.8,8.5,2.35,0,14.15,yellow,credit card,Upper East Side South,Lincoln Square West,Manhattan,Manhattan
2019-03-14T15:22:32Z,2019-03-14T15:45:41Z,1,2.41,14.5,3.56,0,21.36,yellow,credit card,TriBeCa/Civic Center,Brooklyn Heights,Manhattan,Brooklyn
2019-03-14T15:35:02Z,2019-03-14T16:00:15Z,2,9.84,31.5,0,0,34.8,yellow,cash,Marble Hill,Lincoln Square East,Manhattan,Manhattan
2019-03-14T15:45:04Z,2019-03-14T16:22:43Z,1,9.44,35.88,0,0,36.38,green,credit card,Central Harlem North,Allerton/Pelham Gardens,Manhattan,Bronx
2019-03-14T15:50:27Z,2019-03-14T15:59:46Z,1,1.34,8,2.26,0,13.56,yellow,credit card,Midtown Center,Upper East Side South,Manhattan,Manhattan
2019-03-14T15:55:25Z,2019-03-14T16:15:46Z,2,2.63,15,0,0,18.3,yellow,cash,East Chelsea,Hudson Sq,Manhattan,Manhattan
2019-03-14T15:57:41Z,2019-03-14T16:08:16Z,1,2.2,9.5,3,0,16.8,yellow,credit card,Yorkville West,Manhattan Valley,Manhattan,Manhattan
2019-03-14T16:01:29Z,2019-03-14T16:17:17Z,6,2.01,11.5,2.37,0,18.17,yellow,credit card,Clinton East,Gramercy,Manhattan,Manhattan
2019-03-14T16:03:32Z,2019-03-14T16:24:29Z,1,1.6,13.5,3.56,0,21.36,yellow,credit card,Union Sq,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-14T16:05:16Z,2019-03-14T16:52:05Z,1,15.1,52,13.11,5.76,78.67,yellow,credit card,Murray Hill,JFK Airport,Manhattan,Queens
2019-03-14T16:06:13Z,2019-03-14T16:57:42Z,1,9.56,39.5,1,0,45.05,green,credit card,East Harlem South,South Williamsburg,Manhattan,Brooklyn
2019-03-14T16:08:23Z,2019-03-14T16:11:23Z,1,0.44,4,0,0,8.3,yellow,cash,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019-03-14T16:14:52Z,2019-03-14T16:24:40Z,1,3.19,12,2.76,0,16.56,green,credit card,Jackson Heights,LaGuardia Airport,Queens,Queens
2019-03-14T16:22:50Z,2019-03-14T16:30:33Z,2,1.04,6.5,1.5,0,12.3,yellow,credit card,Central Park,Upper East Side North,Manhattan,Manhattan
2019-03-14T16:28:48Z,2019-03-14T17:24:39Z,1,18.9,52,13.1,5.76,78.66,yellow,credit card,JFK Airport,Lenox Hill West,Queens,Manhattan
2019-03-14T16:33:15Z,2019-03-14T17:13:13Z,1,4.5,25,5.86,0,35.16,yellow,credit card,East Chelsea,Brooklyn Heights,Manhattan,Brooklyn
2019-03-14T16:48:56Z,2019-03-14T16:53:23Z,1,0.66,5,1,0,10.3,yellow,credit card,Lincoln Square West,Lincoln Square West,Manhattan,Manhattan
2019-03-14T16:49:17Z,2019-03-14T16:58:08Z,1,0.92,7,0,0,11.3,yellow,cash,Midtown South,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-14T16:50:07Z,2019-03-14T17:07:03Z,1,2.06,12.5,2.52,0,19.32,yellow,credit card,Upper East Side South,Murray Hill,Manhattan,Manhattan
2019-03-14T16:51:59Z,2019-03-14T16:58:01Z,1,0.8,6,2.05,0,12.35,yellow,credit card,Midtown East,Upper East Side South,Manhattan,Manhattan
2019-03-14T16:56:47Z,2019-03-14T17:13:44Z,1,2.8,13.5,2.25,0,20.05,yellow,credit card,Lenox Hill East,Upper West Side North,Manhattan,Manhattan
2019-03-14T17:09:30Z,2019-03-14T17:29:48Z,1,1.7,13.5,4.45,0,22.25,yellow,credit card,Lincoln Square East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-14T17:10:33Z,2019-03-14T17:18:34Z,2,0.8,7,2.8,0,14.1,yellow,credit card,Union Sq,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-14T17:25:02Z,2019-03-14T17:31:06Z,2,0.46,5.5,0,0,9.8,yellow,cash,Union Sq,Gramercy,Manhattan,Manhattan
2019-03-14T17:25:51Z,2019-03-14T17:41:21Z,2,1.6,11,0,0,15.3,yellow,cash,Flatiron,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-14T17:28:06Z,2019-03-14T17:40:02Z,0,1.8,9.5,3.45,0,17.25,yellow,credit card,Upper West Side South,Upper East Side South,Manhattan,Manhattan
2019-03-14T17:33:46Z,2019-03-14T17:41:50Z,5,1.7,8,0,0,12.3,yellow,cash,Two Bridges/Seward Park,Gramercy,Manhattan,Manhattan
2019-03-14T17:46:58Z,2019-03-14T17:57:10Z,2,1.41,8.5,3.2,0,16,yellow,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan
2019-03-14T17:49:57Z,2019-03-14T18:19:18Z,2,3.4,19.5,0,0,23.8,yellow,cash,Union Sq,Lincoln Square West,Manhattan,Manhattan
2019-03-14T17:56:37Z,2019-03-14T17:59:53Z,1,0.5,4.5,1.2,0,10,yellow,credit card,Clinton East,Clinton East,Manhattan,Manhattan
2019-03-14T17:57:58Z,2019-03-14T18:03:37Z,1,0.54,5.5,1.96,0,11.76,yellow,credit card,Upper East Side North,Lenox Hill East,Manhattan,Manhattan
2019-03-14T18:00:14Z,2019-03-14T18:03:38Z,1,0.8,4.5,1.58,0,7.88,green,credit card,Cobble Hill,Carroll Gardens,Brooklyn,Brooklyn
2019-03-14T18:12:22Z,2019-03-14T18:35:46Z,2,1.66,14.5,0,0,17.8,yellow,cash,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-14T18:14:26Z,2019-03-14T18:31:40Z,2,2.36,12.5,3.36,0,20.16,yellow,credit card,Times Sq/Theatre District,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-14T18:21:53Z,2019-03-14T18:27:02Z,1,1.31,6,2.34,0,10.14,green,credit card,Long Island City/Queens Plaza,Astoria,Queens,Queens
2019-03-14T18:24:36Z,2019-03-14T18:38:05Z,3,1.16,9.5,2.76,0,16.56,yellow,credit card,Upper East Side North,Central Park,Manhattan,Manhattan
2019-03-14T18:33:07Z,2019-03-14T18:40:50Z,1,0.91,6,2.58,0,12.88,yellow,credit card,Lincoln Square West,Lincoln Square East,Manhattan,Manhattan
2019-03-14T18:41:55Z,2019-03-14T19:09:02Z,1,4.3,20,0,0,24.3,yellow,cash,Garment District,Bloomingdale,Manhattan,Manhattan
2019-03-14T18:46:46Z,2019-03-14T19:18:32Z,1,8.51,29.5,0,0,31.3,yellow,cash,LaGuardia Airport,Clinton Hill,Queens,Brooklyn
2019-03-14T18:46:48Z,2019-03-14T18:54:48Z,1,0.6,6.5,2.7,0,13.5,yellow,credit card,SoHo,Little Italy/NoLiTa,Manhattan,Manhattan
2019-03-14T18:47:49Z,2019-03-14T18:57:23Z,2,1.47,8,2.46,0,14.76,yellow,credit card,Midtown Center,Lenox Hill West,Manhattan,Manhattan
2019-03-14T19:06:21Z,2019-03-14T19:28:14Z,1,1.05,13.5,0,0,17.8,yellow,cash,East Chelsea,Garment District,Manhattan,Manhattan
2019-03-14T19:26:54Z,2019-03-14T19:51:47Z,1,3.46,17,0,0,21.3,yellow,cash,Hudson Sq,Midtown North,Manhattan,Manhattan
2019-03-14T19:29:30Z,2019-03-14T19:33:19Z,2,0.5,4.5,1.75,0,10.55,yellow,credit card,Murray Hill,Murray Hill,Manhattan,Manhattan
2019-03-14T19:34:17Z,2019-03-14T19:47:56Z,1,1.61,10,1.43,0,15.73,yellow,credit card,Times Sq/Theatre District,Upper East Side South,Manhattan,Manhattan
2019-03-14T19:38:22Z,2019-03-14T19:43:09Z,1,1.5,6.5,2.7,0,13.5,yellow,credit card,Midtown East,Yorkville West,Manhattan,Manhattan
2019-03-14T19:41:57Z,2019-03-14T19:54:50Z,1,2.05,10.5,1.08,0,15.88,yellow,credit card,Lower East Side,West Village,Manhattan,Manhattan
2019-03-14T19:49:46Z,2019-03-14T20:10:14Z,1,2.1,13.5,3,0,20.8,yellow,credit card,Clinton East,Upper East Side South,Manhattan,Manhattan
2019-03-14T20:27:09Z,2019-03-14T21:11:40Z,3,19.62,54,0,5.76,61.06,green,credit card,Downtown Brooklyn/MetroTech,Norwood,Brooklyn,Bronx
2019-03-14T20:36:53Z,2019-03-14T20:46:11Z,1,1.9,8.5,1.95,0,11.75,yellow,credit card,Morningside Heights,Central Harlem North,Manhattan,Manhattan
2019-03-14T20:48:47Z,2019-03-14T20:57:36Z,1,1.7,9,0,0,12.8,yellow,cash,Midtown North,Upper East Side North,Manhattan,Manhattan
2019-03-14T21:00:07Z,2019-03-14T21:22:51Z,5,9.78,28,5.86,0,35.16,yellow,credit card,JFK Airport,Ridgewood,Queens,Queens
2019-03-14T21:03:15Z,2019-03-14T21:19:16Z,1,2.47,12,2.37,0,18.17,yellow,credit card,Midtown Center,Yorkville West,Manhattan,Manhattan
2019-03-14T21:07:51Z,2019-03-14T21:16:51Z,5,1.21,7.5,0,0,11.3,yellow,cash,Gramercy,East Village,Manhattan,Manhattan
2019-03-14T21:09:45Z,2019-03-14T21:15:38Z,1,0.92,6,1.96,0,11.76,yellow,credit card,East Chelsea,Clinton West,Manhattan,Manhattan
2019-03-14T21:17:22Z,2019-03-14T21:31:23Z,2,2.9,12.5,3.25,0,19.55,yellow,credit card,Midtown Center,Long Island City/Hunters Point,Manhattan,Queens
2019-03-14T21:17:26Z,2019-03-14T21:30:03Z,4,1.85,10,2.76,0,16.56,yellow,credit card,Times Sq/Theatre District,West Village,Manhattan,Manhattan
2019-03-14T21:20:40Z,2019-03-14T21:34:04Z,1,2.81,11.5,1.7,0,17,yellow,credit card,Midtown Center,Yorkville West,Manhattan,Manhattan
2019-03-14T21:35:43Z,2019-03-14T21:48:29Z,1,1.9,10,0,0,13.8,yellow,cash,West Village,Kips Bay,Manhattan,Manhattan
2019-03-14T21:38:23Z,2019-03-14T21:59:57Z,1,4.96,20.5,4.86,0,29.16,yellow,credit card,Financial District North,Midtown South,Manhattan,Manhattan
2019-03-14T21:50:27Z,2019-03-14T21:56:01Z,2,0.93,5.5,1.86,0,11.16,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill West,Manhattan,Manhattan
2019-03-14T21:54:37Z,2019-03-14T22:07:35Z,1,3.62,13,3.36,0,20.16,yellow,credit card,Midtown Center,Central Harlem,Manhattan,Manhattan
2019-03-14T22:04:04Z,2019-03-14T22:10:00Z,1,0.8,5.5,0,0,6.8,green,credit card,Kew Gardens,Kew Gardens,Queens,Queens
2019-03-14T22:05:31Z,2019-03-14T22:27:53Z,4,4.9,18.5,4.46,0,26.76,yellow,credit card,Greenwich Village South,East Harlem South,Manhattan,Manhattan
2019-03-14T22:08:17Z,2019-03-14T22:15:57Z,3,4.4,25,6.95,2.64,34.89,yellow,credit card,Washington Heights South,Riverdale/North Riverdale/Fieldston,Manhattan,Bronx
2019-03-14T22:35:30Z,2019-03-14T22:45:55Z,1,1.82,9,0,0,10.3,green,credit card,West Farms/Bronx River,Soundview/Castle Hill,Bronx,Bronx
2019-03-14T22:53:08Z,2019-03-14T23:05:32Z,1,2.34,10.5,2.86,0,17.16,yellow,credit card,Midtown South,Lenox Hill West,Manhattan,Manhattan
2019-03-14T22:59:54Z,2019-03-14T23:04:34Z,2,0.53,5,2,0,10.8,yellow,credit card,Murray Hill,Murray Hill,Manhattan,Manhattan
2019-03-14T23:00:54Z,2019-03-14T23:19:05Z,1,3.53,15,4.7,0,23.5,yellow,credit card,Lower East Side,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-14T23:29:02Z,2019-03-14T23:37:17Z,1,1.22,7,0,0,10.8,yellow,cash,Alphabet City,East Village,Manhattan,Manhattan
2019-03-14T23:37:21Z,2019-03-15T00:17:07Z,1,17.45,50.5,0,5.76,60.06,yellow,cash,Midtown Center,Howard Beach,Manhattan,Queens
2019-03-14T23:53:10Z,2019-03-15T00:04:00Z,1,2.5,10,2.76,0,16.56,yellow,credit card,Midtown East,East Village,Manhattan,Manhattan
2019-03-15T00:05:25Z,2019-03-15T00:16:54Z,2,2.3,10,2.75,0,16.55,yellow,credit card,Times Sq/Theatre District,Gramercy,Manhattan,Manhattan
2019-03-15T00:31:49Z,2019-03-15T00:45:30Z,1,3.72,14.5,3.66,0,21.96,yellow,credit card,Financial District South,Lower East Side,Manhattan,Manhattan
2019-03-15T00:43:19Z,2019-03-15T00:48:50Z,1,0.88,5.5,0,0,6.8,green,cash,Elmhurst,Jackson Heights,Queens,Queens
2019-03-15T00:55:30Z,2019-03-15T01:26:34Z,6,7.88,26,7.45,0,37.25,yellow,credit card,Greenwich Village North,Yorkville West,Manhattan,Manhattan
2019-03-15T01:13:25Z,2019-03-15T01:20:47Z,1,1.7,7.5,2,0,13.3,yellow,credit card,Lincoln Square East,Upper East Side North,Manhattan,Manhattan
2019-03-15T01:36:14Z,2019-03-15T01:58:53Z,2,10.85,32.5,10.89,0,47.19,yellow,credit card,East Village,Inwood,Manhattan,Manhattan
2019-03-15T02:02:17Z,2019-03-15T02:16:41Z,2,8.02,23,0,0,24.3,yellow,cash,Steinway,Hillcrest/Pomonok,Queens,Queens
2019-03-15T04:07:20Z,2019-03-15T04:24:36Z,1,12.6,51.5,17.1,16.26,85.66,yellow,credit card,Flatiron,NA,Manhattan,NA
2019-03-15T04:42:27Z,2019-03-15T04:54:00Z,1,4.1,14,4.45,0,22.25,yellow,credit card,Clinton East,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-15T05:54:27Z,2019-03-15T05:59:34Z,1,1.28,6,0,0,9.8,yellow,cash,Murray Hill,East Chelsea,Manhattan,Manhattan
2019-03-15T05:56:33Z,2019-03-15T05:59:09Z,1,0.56,4,0,0,7.8,yellow,cash,Yorkville East,Lenox Hill East,Manhattan,Manhattan
2019-03-15T05:59:08Z,2019-03-15T06:37:54Z,1,19.11,52,11.71,5.76,70.27,yellow,credit card,Bloomingdale,JFK Airport,Manhattan,Queens
2019-03-15T06:14:16Z,2019-03-15T06:20:32Z,1,0.9,6,1.85,0,11.15,yellow,credit card,Garment District,Midtown Center,Manhattan,Manhattan
2019-03-15T06:46:30Z,2019-03-15T06:52:55Z,5,0.93,6.5,1,0,10.8,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019-03-15T06:47:39Z,2019-03-15T06:57:06Z,1,1,7.5,3.2,0,14,yellow,credit card,Midtown South,Kips Bay,Manhattan,Manhattan
2019-03-15T06:50:58Z,2019-03-15T06:59:33Z,1,2.16,9,2.46,0,14.76,yellow,credit card,Lincoln Square West,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-15T06:56:25Z,2019-03-15T07:59:38Z,2,18.7,57,0,5.76,63.56,yellow,credit card,East New York,Lenox Hill East,Brooklyn,Manhattan
2019-03-15T07:19:18Z,2019-03-15T07:33:21Z,1,1.72,10.5,3.45,0,17.25,yellow,credit card,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan
2019-03-15T07:21:54Z,2019-03-15T07:26:46Z,1,1,5.5,2,0,10.8,yellow,credit card,East Village,Two Bridges/Seward Park,Manhattan,Manhattan
2019-03-15T07:35:50Z,2019-03-15T07:39:24Z,1,0.91,5,0,0,8.3,yellow,cash,East Chelsea,Clinton East,Manhattan,Manhattan
2019-03-15T07:44:14Z,2019-03-15T07:59:41Z,1,2.99,12.5,3.16,0,18.96,yellow,credit card,East Chelsea,Upper West Side South,Manhattan,Manhattan
2019-03-15T08:19:13Z,2019-03-15T09:06:10Z,1,10.54,40,12.26,5.76,61.32,yellow,credit card,Times Sq/Theatre District,LaGuardia Airport,Manhattan,Queens
2019-03-15T08:27:39Z,2019-03-15T08:32:22Z,1,0.7,5,0,0,8.3,yellow,cash,Midtown South,East Chelsea,Manhattan,Manhattan
2019-03-15T08:31:19Z,2019-03-15T08:36:45Z,1,0.96,6,1.86,0,11.16,yellow,credit card,Yorkville West,Upper East Side North,Manhattan,Manhattan
2019-03-15T08:34:06Z,2019-03-15T08:45:10Z,1,1.4,8.5,3.54,0,15.34,yellow,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan
2019-03-15T08:39:34Z,2019-03-15T08:48:26Z,1,1.32,7.5,1.5,0,12.3,yellow,credit card,Murray Hill,Midtown Center,Manhattan,Manhattan
2019-03-15T08:39:56Z,2019-03-15T09:00:44Z,1,3.4,15.5,3.25,0,19.55,yellow,credit card,LaGuardia Airport,Steinway,Queens,Queens
2019-03-15T08:45:26Z,2019-03-15T09:02:19Z,4,1.15,11,2.86,0,17.16,yellow,credit card,Lenox Hill West,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-15T08:46:00Z,2019-03-15T09:03:32Z,1,3.33,14.5,0,0,17.8,yellow,cash,Battery Park City,Flatiron,Manhattan,Manhattan
2019-03-15T08:54:34Z,2019-03-15T09:00:24Z,1,1.02,5.5,0,0,8.8,yellow,cash,Kips Bay,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-15T09:20:34Z,2019-03-15T09:27:03Z,2,0.71,6,0,0,9.3,yellow,cash,Midtown East,Murray Hill,Manhattan,Manhattan
2019-03-15T09:29:42Z,2019-03-15T09:34:42Z,1,0.5,5,1.65,0,9.95,yellow,credit card,Midtown Center,Murray Hill,Manhattan,Manhattan
2019-03-15T09:30:39Z,2019-03-15T09:55:50Z,1,5.3,22,6.3,0,31.6,yellow,credit card,Murray Hill,Financial District North,Manhattan,Manhattan
2019-03-15T09:31:05Z,2019-03-15T09:48:59Z,1,1.45,11.5,2.96,0,17.76,yellow,credit card,Battery Park City,Financial District North,Manhattan,Manhattan
2019-03-15T09:40:55Z,2019-03-15T10:07:14Z,1,1.86,16,1.25,0,20.55,yellow,credit card,Flatiron,Midtown Center,Manhattan,Manhattan
2019-03-15T09:56:40Z,2019-03-15T10:31:18Z,1,13.4,38.5,0,0,39.3,yellow,cash,JFK Airport,North Corona,Queens,Queens
2019-03-15T09:56:47Z,2019-03-15T10:09:47Z,1,1.59,9.5,2.61,0,15.66,green,credit card,East Harlem South,Yorkville East,Manhattan,Manhattan
2019-03-15T10:00:39Z,2019-03-15T10:29:56Z,1,3.61,19,4.46,0,26.76,yellow,credit card,Battery Park City,Garment District,Manhattan,Manhattan
2019-03-15T10:03:08Z,2019-03-15T10:09:00Z,1,0.7,5.5,2.6,0,11.4,yellow,credit card,Upper West Side North,Upper West Side South,Manhattan,Manhattan
2019-03-15T10:19:19Z,2019-03-15T10:25:22Z,1,1.24,6.5,0.88,0,8.18,yellow,credit card,Upper West Side North,Morningside Heights,Manhattan,Manhattan
2019-03-15T10:31:54Z,2019-03-15T10:37:37Z,1,0.84,5.5,1.76,0,10.56,yellow,credit card,Midtown East,Midtown East,Manhattan,Manhattan
2019-03-15T10:35:51Z,2019-03-15T11:26:09Z,1,22.34,52,6.5,5.76,67.56,yellow,credit card,JFK Airport,Lincoln Square West,Queens,Manhattan
2019-03-15T10:45:49Z,2019-03-15T11:01:14Z,1,1.38,11,2.86,0,17.16,yellow,credit card,West Chelsea/Hudson Yards,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-15T10:53:53Z,2019-03-15T11:12:00Z,1,1.7,12,3.05,0,18.35,yellow,credit card,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan
2019-03-15T10:56:56Z,2019-03-15T11:37:02Z,1,11.93,39.5,9.71,5.76,58.27,yellow,credit card,Times Sq/Theatre District,LaGuardia Airport,Manhattan,Queens
2019-03-15T11:02:35Z,2019-03-15T11:17:24Z,1,2.49,11.5,0,0,12.3,green,cash,Morrisania/Melrose,West Concourse,Bronx,Bronx
2019-03-15T11:21:03Z,2019-03-15T11:42:02Z,1,2.48,14.5,3.56,0,21.36,yellow,credit card,Murray Hill,Little Italy/NoLiTa,Manhattan,Manhattan
2019-03-15T11:40:00Z,2019-03-15T12:08:38Z,1,6.08,23.5,0,0,26.8,yellow,cash,TriBeCa/Civic Center,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-15T12:01:27Z,2019-03-15T12:45:55Z,1,10.94,33.67,0,0,34.17,green,credit card,Springfield Gardens North,Crown Heights North,Queens,Brooklyn
2019-03-15T12:36:05Z,2019-03-15T12:54:28Z,1,2.12,13,0,0,16.3,yellow,cash,East Chelsea,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-15T12:44:29Z,2019-03-15T13:31:05Z,1,20.51,54.16,0,5.76,60.42,green,credit card,Allerton/Pelham Gardens,Clinton Hill,Bronx,Brooklyn
2019-03-15T13:01:09Z,2019-03-15T13:10:08Z,1,1.42,8,2.03,0,13.33,yellow,credit card,Kips Bay,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-15T13:06:10Z,2019-03-15T13:30:26Z,1,8.4,27.5,6.15,0,36.95,yellow,credit card,Lenox Hill East,Fort Greene,Manhattan,Brooklyn
2019-03-15T13:26:57Z,2019-03-15T13:30:40Z,1,0.57,4.5,1.17,0,8.97,yellow,credit card,Yorkville East,Lenox Hill East,Manhattan,Manhattan
2019-03-15T14:09:58Z,2019-03-15T14:28:28Z,4,2.57,13.5,0,0,16.8,yellow,cash,Clinton East,Greenwich Village North,Manhattan,Manhattan
2019-03-15T14:12:29Z,2019-03-15T14:17:27Z,1,0.4,5,1.65,0,9.95,yellow,credit card,SoHo,Hudson Sq,Manhattan,Manhattan
2019-03-15T14:13:16Z,2019-03-15T14:27:46Z,1,2.4,12,2,0,17.3,yellow,credit card,Lincoln Square West,East Chelsea,Manhattan,Manhattan
2019-03-15T14:14:34Z,2019-03-15T14:26:41Z,1,1.8,9.5,0,0,10.3,green,cash,Crown Heights North,Crown Heights North,Brooklyn,Brooklyn
2019-03-15T14:18:45Z,2019-03-15T14:58:52Z,1,9.26,32,0,0,35.3,yellow,cash,LaGuardia Airport,Lower East Side,Queens,Manhattan
2019-03-15T14:21:20Z,2019-03-15T14:36:51Z,1,2.53,12.5,0,0,13.3,green,cash,Forest Hills,Middle Village,Queens,Queens
2019-03-15T14:36:55Z,2019-03-15T14:53:29Z,1,2.51,12.5,0,0,15.8,yellow,cash,Midtown South,Upper East Side North,Manhattan,Manhattan
